size,precio_area / distrito,parking,codigo_tipo,piscina,total_rooms,price
98.0,10.666666666666666,1,2,1,5,970.0
53.0,10.0,0,2,0,3,750.0
125.0,11.588235294117647,0,2,0,5,1350.0
165.0,6.217391304347826,1,3,0,5,850.0
50.0,13.694444444444445,0,2,0,3,850.0
81.0,10.954545454545455,0,2,0,5,900.0
90.0,12.310344827586206,1,2,0,4,900.0
119.0,10.666666666666666,1,2,0,4,800.0
66.0,11.588235294117647,0,2,0,4,990.0
72.0,10.666666666666666,0,2,1,3,850.0
70.0,13.583710407239819,0,2,0,4,1100.0
70.0,9.0,0,2,0,3,550.0
60.0,13.583710407239819,0,2,0,2,1000.0
96.0,13.583710407239819,0,2,0,4,950.0
115.0,9.11111111111111,1,2,1,5,986.0
69.0,9.11111111111111,1,2,0,3,690.0
220.0,13.583710407239819,0,2,0,7,2600.0
154.0,13.694444444444445,1,2,1,6,2100.0
50.0,12.222222222222221,1,2,1,2,650.0
72.0,9.11111111111111,0,2,0,4,750.0
66.0,12.945652173913043,0,2,0,2,970.0
57.0,10.666666666666666,1,2,1,2,650.0
60.0,13.583710407239819,0,2,0,3,600.0
95.0,9.88888888888889,1,2,1,5,950.0
75.0,13.583710407239819,0,2,0,3,800.0
49.0,12.310344827586206,0,2,1,3,740.0
60.0,13.583710407239819,0,5,0,2,1500.0
54.0,12.310344827586206,0,2,0,2,800.0
160.0,9.6,1,7,0,7,2150.0
70.0,8.0,1,2,0,5,698.0
96.0,9.11111111111111,0,2,0,4,750.0
215.0,8.0,1,7,1,8,2500.0
102.0,12.945652173913043,0,2,0,5,1600.0
381.0,7.2,0,5,0,15,4000.0
347.0,10.4,1,7,1,8,3000.0
85.0,9.88888888888889,1,2,1,4,995.0
103.0,12.310344827586206,0,2,0,4,1110.0
75.0,13.694444444444445,1,2,0,4,1200.0
118.0,13.694444444444445,0,3,0,5,1825.0
100.0,7.75,1,2,1,5,800.0
160.0,7.0,0,6,0,7,900.0
99.0,9.0,0,2,0,4,650.0
45.0,6.217391304347826,0,1,0,1,300.0
182.0,13.583710407239819,1,2,0,6,2000.0
90.0,12.310344827586206,1,2,0,4,1000.0
120.0,11.035087719298245,0,2,0,5,970.0
80.0,10.666666666666666,0,2,1,4,805.0
201.0,10.066666666666666,1,7,1,8,1900.0
450.0,10.4,1,5,1,7,4000.0
212.0,7.2,1,7,1,8,2200.0
76.0,13.583710407239819,0,2,0,3,800.0
95.0,10.954545454545455,0,2,0,6,1050.0
125.0,7.0,0,5,0,5,850.0
43.0,13.583710407239819,0,2,0,2,900.0
40.0,13.583710407239819,0,1,0,1,600.0
65.0,13.694444444444445,1,2,0,3,1450.0
225.0,6.217391304347826,0,7,0,3,1300.0
40.0,12.945652173913043,0,2,0,2,700.0
83.0,6.217391304347826,0,2,0,4,600.0
55.0,10.954545454545455,0,2,0,3,700.0
50.0,13.694444444444445,1,2,1,2,900.0
107.0,10.666666666666666,1,2,1,5,1000.0
65.0,9.947368421052632,0,2,0,4,1100.0
57.0,10.666666666666666,1,2,1,2,650.0
274.0,10.4,1,5,1,8,4500.0
135.0,10.954545454545455,1,2,0,6,1300.0
60.0,13.583710407239819,0,1,0,1,900.0
98.0,10.666666666666666,0,5,1,5,965.0
50.0,12.222222222222221,1,2,1,2,650.0
134.0,11.035087719298245,0,2,0,5,1400.0
58.0,12.945652173913043,0,2,0,2,800.0
80.0,11.588235294117647,1,2,0,4,795.0
41.0,9.947368421052632,0,2,0,2,650.0
85.0,12.945652173913043,0,2,0,3,950.0
130.0,11.035087719298245,0,2,0,5,1400.0
70.0,13.583710407239819,0,2,0,3,1100.0
110.0,9.6,1,2,1,5,1000.0
97.0,12.945652173913043,0,2,1,5,995.0
60.0,10.666666666666666,1,2,1,2,650.0
63.0,13.694444444444445,0,2,0,3,920.0
90.0,11.588235294117647,0,2,0,3,850.0
65.0,12.945652173913043,0,2,0,3,950.0
60.0,9.11111111111111,0,2,0,4,850.0
120.0,8.666666666666666,1,2,1,5,1100.0
135.0,13.694444444444445,0,1,0,2,1850.0
95.0,13.583710407239819,0,2,0,4,1500.0
86.0,13.583710407239819,0,2,0,3,1350.0
47.0,9.333333333333334,1,2,0,2,475.0
145.0,9.6,1,2,1,6,1200.0
88.0,12.310344827586206,1,2,0,4,1050.0
55.0,13.694444444444445,0,2,0,3,680.0
340.0,5.5,1,6,1,7,1900.0
121.0,6.217391304347826,0,2,0,5,550.0
80.0,13.583710407239819,0,2,0,3,925.0
225.0,9.125,1,7,1,6,2200.0
70.0,10.666666666666666,1,2,0,4,700.0
160.0,11.035087719298245,0,2,0,6,1550.0
43.0,13.583710407239819,0,2,0,2,750.0
150.0,7.2,0,7,1,7,1100.0
73.0,13.583710407239819,0,2,0,2,900.0
115.0,13.694444444444445,1,2,0,5,1200.0
66.0,13.694444444444445,0,1,0,1,800.0
120.0,12.945652173913043,0,2,0,5,1400.0
310.0,7.2,1,7,1,9,2500.0
400.0,10.4,1,7,1,11,4000.0
60.0,13.583710407239819,0,2,0,2,825.0
50.0,10.666666666666666,1,2,1,2,630.0
60.0,11.035087719298245,0,2,0,2,800.0
65.0,9.5,0,2,0,4,575.0
110.0,10.954545454545455,1,5,0,6,950.0
130.0,13.583710407239819,0,2,0,5,1200.0
121.0,7.6923076923076925,0,7,0,5,800.0
47.0,13.0,0,2,0,2,650.0
75.0,11.035087719298245,0,2,0,4,850.0
65.0,13.694444444444445,1,2,1,2,900.0
90.0,12.945652173913043,0,3,0,4,1200.0
70.0,11.035087719298245,0,2,0,4,850.0
55.0,9.11111111111111,0,2,0,2,650.0
494.0,12.142857142857142,1,7,1,12,5000.0
120.0,12.222222222222221,0,2,1,7,1300.0
100.0,10.954545454545455,0,2,0,6,1000.0
200.0,12.310344827586206,1,2,0,7,3500.0
200.0,9.0,1,5,1,8,2500.0
110.0,11.588235294117647,0,2,1,5,1400.0
75.0,11.0,1,7,0,3,800.0
64.0,13.0,1,2,1,2,750.0
70.0,13.583710407239819,0,2,0,4,1550.0
92.0,10.666666666666666,0,2,0,5,900.0
120.0,9.11111111111111,1,2,1,5,988.0
78.0,12.945652173913043,0,2,0,4,900.0
129.0,12.945652173913043,0,2,0,6,1200.0
120.0,10.0,0,7,1,5,1150.0
173.0,7.2,1,7,0,6,900.0
90.0,13.583710407239819,0,5,0,3,1300.0
350.0,6.25,1,7,0,8,2500.0
116.0,7.6923076923076925,0,2,0,5,620.0
140.0,13.583710407239819,1,2,0,6,1300.0
115.0,13.694444444444445,1,2,1,2,900.0
82.0,13.694444444444445,0,2,0,4,900.0
30.0,9.333333333333334,1,1,0,1,375.0
90.0,11.035087719298245,0,2,0,4,850.0
165.0,13.583710407239819,0,2,0,7,1900.0
170.0,13.694444444444445,1,5,0,6,2950.0
65.0,13.583710407239819,0,2,0,3,650.0
95.0,11.588235294117647,1,2,1,3,1100.0
116.0,9.11111111111111,1,2,1,5,965.0
58.0,10.777777777777779,0,2,0,3,850.0
165.0,13.583710407239819,1,2,0,4,2600.0
70.0,11.035087719298245,0,5,0,3,850.0
70.0,13.583710407239819,0,2,0,4,1300.0
80.0,10.666666666666666,1,2,1,4,865.0
40.0,11.035087719298245,1,2,0,2,790.0
260.0,9.11111111111111,0,7,0,8,1600.0
45.0,13.583710407239819,0,1,0,1,800.0
86.0,11.588235294117647,0,4,1,4,1000.0
70.0,12.945652173913043,0,2,0,3,1000.0
245.0,9.125,1,7,1,7,1800.0
86.0,13.583710407239819,0,2,0,3,700.0
75.0,13.694444444444445,0,2,0,3,875.0
70.0,10.0,0,2,0,4,700.0
90.0,13.694444444444445,0,5,0,4,1100.0
88.0,13.583710407239819,0,2,0,3,780.0
65.0,8.0,0,2,0,4,600.0
174.0,11.035087719298245,0,2,0,8,1500.0
62.0,12.945652173913043,0,2,0,2,865.0
66.0,8.2,0,2,0,3,590.0
70.0,10.954545454545455,0,6,0,3,890.0
115.0,11.035087719298245,1,2,0,5,1180.0
100.0,13.694444444444445,0,2,0,5,1200.0
71.0,10.954545454545455,0,2,0,4,750.0
149.0,11.035087719298245,0,2,0,5,1450.0
101.0,9.11111111111111,1,2,1,5,785.0
76.0,11.588235294117647,1,2,0,3,1200.0
140.0,13.583710407239819,0,2,0,4,1500.0
140.0,6.217391304347826,0,7,0,5,800.0
60.0,12.310344827586206,0,2,0,2,900.0
228.0,13.583710407239819,1,2,0,7,2800.0
184.0,13.694444444444445,1,2,0,7,1800.0
96.0,9.285714285714286,0,2,0,5,950.0
84.0,6.217391304347826,1,2,0,5,650.0
66.0,8.727272727272727,0,7,0,4,700.0
63.0,13.583710407239819,0,2,0,2,900.0
333.0,10.066666666666666,1,7,1,10,2500.0
100.0,12.945652173913043,0,2,0,5,1350.0
65.0,10.954545454545455,0,2,0,4,700.0
65.0,8.727272727272727,0,2,0,2,490.0
151.0,7.6923076923076925,1,7,0,6,750.0
105.0,9.11111111111111,0,2,0,4,1250.0
81.0,10.954545454545455,0,2,0,5,900.0
111.0,8.0,0,5,0,4,795.0
100.0,13.694444444444445,1,2,0,4,2400.0
125.0,13.694444444444445,0,2,0,6,1200.0
55.0,8.8,0,2,1,2,530.0
55.0,10.666666666666666,0,2,1,2,650.0
244.0,8.833333333333334,0,7,1,7,1750.0
347.0,8.2,1,7,1,7,3000.0
50.0,10.954545454545455,0,1,0,1,550.0
120.0,6.217391304347826,0,7,1,6,575.0
145.0,13.694444444444445,1,2,0,5,1500.0
95.0,13.583710407239819,0,2,0,4,1100.0
65.0,9.285714285714286,0,2,0,2,650.0
61.0,10.954545454545455,0,2,0,3,700.0
98.0,10.666666666666666,1,2,1,5,995.0
68.0,13.694444444444445,1,2,0,2,1400.0
58.0,12.945652173913043,0,2,0,2,850.0
71.0,8.333333333333334,1,2,0,3,650.0
63.0,11.035087719298245,0,2,0,2,875.0
70.0,13.694444444444445,0,2,0,4,750.0
83.0,10.777777777777779,1,5,0,3,1200.0
75.0,13.583710407239819,0,2,0,2,1000.0
75.0,13.694444444444445,0,2,0,5,900.0
69.0,12.945652173913043,0,2,0,3,900.0
73.0,8.333333333333334,1,2,0,3,550.0
240.0,9.0,1,7,1,8,2350.0
140.0,11.588235294117647,1,4,1,8,1550.0
40.0,10.666666666666666,1,1,1,1,525.0
65.0,12.945652173913043,0,2,0,3,850.0
56.0,13.583710407239819,0,2,0,2,950.0
52.0,8.4,1,2,0,2,570.0
318.0,10.25,1,7,1,6,3500.0
130.0,11.588235294117647,0,2,1,5,1400.0
50.0,9.5,0,2,0,2,575.0
55.0,11.035087719298245,1,2,0,2,790.0
90.0,13.694444444444445,1,2,0,5,1500.0
110.0,8.727272727272727,0,2,0,5,700.0
250.0,8.0,1,7,1,8,2500.0
71.0,10.666666666666666,1,2,0,4,875.0
99.0,6.217391304347826,1,2,0,5,650.0
50.0,13.694444444444445,0,2,0,2,999.0
99.0,11.588235294117647,1,2,0,5,1265.0
90.0,9.947368421052632,0,2,0,4,850.0
98.0,10.666666666666666,0,2,1,5,910.0
120.0,12.310344827586206,0,2,0,5,1200.0
75.0,13.583710407239819,0,2,0,3,850.0
60.0,8.727272727272727,0,2,0,3,580.0
120.0,13.583710407239819,0,4,0,4,900.0
72.0,10.954545454545455,0,2,0,3,650.0
40.0,8.727272727272727,0,2,0,2,550.0
171.0,13.694444444444445,1,2,0,7,2500.0
165.0,13.694444444444445,1,2,0,7,2300.0
140.0,6.217391304347826,1,7,1,6,725.0
114.0,13.583710407239819,1,2,0,5,1100.0
54.0,13.583710407239819,0,2,0,2,1100.0
35.0,11.035087719298245,0,1,0,1,650.0
60.0,13.694444444444445,1,2,1,2,900.0
100.0,13.694444444444445,0,2,0,5,1200.0
120.0,10.666666666666666,0,2,1,6,900.0
92.0,7.75,1,2,1,5,850.0
113.0,13.583710407239819,0,2,0,4,1300.0
65.0,13.583710407239819,0,2,0,3,750.0
90.0,13.583710407239819,0,2,0,3,1200.0
65.0,11.035087719298245,0,2,0,3,700.0
65.0,11.588235294117647,0,2,0,3,795.0
170.0,13.583710407239819,0,5,0,7,1900.0
65.0,12.945652173913043,0,2,0,3,1000.0
60.0,8.727272727272727,1,2,0,3,600.0
380.0,10.4,1,7,1,7,3000.0
97.0,13.694444444444445,1,5,0,4,2300.0
60.0,8.4,1,2,0,2,590.0
98.0,13.694444444444445,0,2,0,6,900.0
110.0,11.035087719298245,0,2,0,5,940.0
45.0,13.583710407239819,0,2,0,2,550.0
90.0,9.11111111111111,0,2,0,4,800.0
80.0,13.583710407239819,0,2,0,4,1200.0
105.0,9.11111111111111,0,2,0,4,1200.0
90.0,10.954545454545455,0,2,0,6,800.0
68.0,9.0,0,2,0,3,630.0
90.0,13.694444444444445,0,2,0,4,1230.0
87.0,10.954545454545455,0,2,0,4,750.0
80.0,12.945652173913043,0,2,0,4,1050.0
120.0,13.583710407239819,1,2,1,5,1600.0
64.0,12.945652173913043,0,2,0,3,850.0
77.0,10.777777777777779,1,2,1,3,750.0
50.0,7.6923076923076925,0,3,0,2,500.0
87.0,12.310344827586206,0,2,0,3,1000.0
105.0,9.88888888888889,1,5,1,5,890.0
220.0,8.833333333333334,1,5,1,6,2500.0
70.0,12.945652173913043,0,2,0,2,900.0
180.0,8.727272727272727,0,2,0,4,800.0
102.0,13.694444444444445,1,2,0,4,1200.0
90.0,8.4,0,2,0,6,680.0
115.0,13.583710407239819,0,2,0,4,1500.0
176.0,8.0,0,4,1,5,1100.0
80.0,7.6923076923076925,1,2,0,5,600.0
125.0,13.694444444444445,1,2,0,5,1190.0
150.0,11.588235294117647,1,2,1,5,1400.0
140.0,11.588235294117647,1,2,1,8,1550.0
180.0,13.583710407239819,0,2,0,7,2700.0
60.0,9.5,0,2,1,3,725.0
78.0,12.945652173913043,0,2,0,4,1050.0
75.0,12.310344827586206,0,2,0,4,900.0
96.0,13.583710407239819,0,2,0,3,900.0
75.0,9.0,0,7,0,3,650.0
60.0,13.583710407239819,0,5,0,3,800.0
84.0,10.25,1,2,1,5,990.0
200.0,7.666666666666667,1,6,1,6,1500.0
94.0,11.588235294117647,1,2,1,4,1000.0
70.0,12.945652173913043,0,2,0,2,900.0
410.0,9.0,1,5,1,8,3000.0
232.0,8.833333333333334,1,7,1,6,2500.0
198.0,13.583710407239819,1,2,0,8,2000.0
105.0,9.11111111111111,0,2,0,4,1200.0
102.0,12.945652173913043,0,2,0,5,1600.0
140.0,13.583710407239819,1,2,0,5,1350.0
60.0,13.583710407239819,0,2,0,3,900.0
101.0,13.694444444444445,1,2,0,3,1100.0
50.0,11.588235294117647,0,2,1,2,792.0
420.0,13.694444444444445,1,7,1,11,4500.0
125.0,10.777777777777779,0,7,0,6,900.0
200.0,8.0,0,3,1,9,1000.0
79.0,13.583710407239819,0,2,0,2,795.0
109.0,12.310344827586206,0,2,1,5,1400.0
170.0,13.583710407239819,0,2,0,6,2900.0
57.0,10.666666666666666,1,2,1,2,625.0
60.0,12.945652173913043,0,2,0,2,750.0
120.0,10.777777777777779,0,3,0,6,800.0
58.0,6.217391304347826,0,2,0,3,450.0
90.0,9.0,1,2,1,5,780.0
50.0,12.945652173913043,0,2,0,2,900.0
200.0,7.2,1,3,0,7,990.0
136.0,13.583710407239819,0,4,0,7,2000.0
135.0,9.947368421052632,1,2,0,6,1200.0
375.0,10.066666666666666,1,7,1,11,4500.0
71.0,10.666666666666666,0,2,0,4,815.0
442.0,9.0,1,7,1,12,4500.0
50.0,12.945652173913043,0,2,0,2,900.0
101.0,12.945652173913043,0,2,0,4,1000.0
80.0,9.285714285714286,0,2,0,4,700.0
65.0,13.694444444444445,1,2,0,3,1510.0
50.0,11.588235294117647,0,2,1,2,820.0
303.0,8.0,1,7,1,7,1950.0
80.0,13.583710407239819,1,2,0,3,900.0
140.0,10.666666666666666,0,2,0,5,1080.0
84.0,13.583710407239819,0,5,0,3,1350.0
65.0,9.0,0,2,0,4,600.0
70.0,13.694444444444445,1,4,0,2,900.0
60.0,13.583710407239819,0,2,0,2,700.0
55.0,13.583710407239819,0,2,0,2,990.0
60.0,13.694444444444445,1,2,0,3,1450.0
60.0,13.694444444444445,1,2,0,3,1450.0
256.0,7.666666666666667,0,7,0,6,1000.0
71.0,13.583710407239819,0,2,0,3,900.0
75.0,13.583710407239819,0,2,0,5,1000.0
127.0,9.5,1,5,0,5,1150.0
140.0,13.583710407239819,0,2,0,2,2000.0
106.0,9.666666666666666,1,2,1,5,1100.0
80.0,13.583710407239819,0,2,0,3,825.0
77.0,11.588235294117647,1,2,0,4,905.0
115.0,13.694444444444445,0,2,0,5,1200.0
50.0,13.583710407239819,0,2,0,2,650.0
50.0,8.727272727272727,1,2,0,2,560.0
120.0,12.945652173913043,0,2,0,5,1390.0
100.0,11.035087719298245,0,2,0,4,900.0
130.0,10.954545454545455,0,2,0,6,1100.0
65.0,13.694444444444445,1,2,1,2,900.0
110.0,13.583710407239819,0,5,0,4,1350.0
145.0,11.035087719298245,0,2,0,5,1500.0
45.0,13.583710407239819,0,2,0,2,750.0
405.0,10.066666666666666,1,7,1,9,4900.0
58.0,7.6923076923076925,0,2,0,2,420.0
70.0,10.954545454545455,0,2,0,4,850.0
90.0,10.777777777777779,0,2,0,4,795.0
59.0,13.694444444444445,0,2,0,4,1050.0
80.0,9.285714285714286,1,2,0,3,450.0
140.0,6.217391304347826,1,3,1,7,699.0
85.0,13.583710407239819,0,5,0,5,1200.0
83.0,12.945652173913043,0,2,0,4,1700.0
130.0,13.583710407239819,0,2,0,4,2650.0
85.0,12.945652173913043,0,2,0,3,950.0
40.0,10.666666666666666,0,1,1,1,575.0
120.0,13.694444444444445,1,2,0,5,1100.0
170.0,13.694444444444445,1,2,0,4,2400.0
104.0,7.6923076923076925,0,7,0,5,700.0
382.0,9.0,1,7,1,10,4000.0
145.0,13.583710407239819,0,2,0,5,1600.0
120.0,5.666666666666667,1,7,0,6,725.0
90.0,13.583710407239819,0,4,1,4,900.0
75.0,13.583710407239819,0,2,0,3,1099.0
60.0,12.945652173913043,0,2,0,2,850.0
60.0,13.583710407239819,0,2,0,3,860.0
130.0,9.947368421052632,0,3,0,6,1200.0
72.0,12.945652173913043,0,2,0,3,850.0
55.0,10.666666666666666,1,2,1,2,600.0
103.0,13.583710407239819,0,2,0,6,1100.0
80.0,13.694444444444445,0,2,0,4,1230.0
50.0,9.125,0,5,0,2,650.0
90.0,9.947368421052632,0,2,0,4,720.0
75.0,10.954545454545455,0,2,0,4,710.0
315.0,10.066666666666666,1,7,1,9,3500.0
162.0,8.2,1,3,0,4,750.0
120.0,6.217391304347826,1,7,0,5,600.0
70.0,13.583710407239819,0,2,0,3,1100.0
50.0,13.694444444444445,1,2,1,2,999.0
150.0,13.583710407239819,0,2,0,4,1600.0
78.0,12.945652173913043,0,2,0,4,1100.0
60.0,13.694444444444445,0,2,0,2,850.0
159.0,8.666666666666666,0,3,1,7,1300.0
85.0,12.945652173913043,1,2,0,2,790.0
218.0,7.2,0,6,1,5,950.0
132.0,13.583710407239819,0,2,0,5,1100.0
95.0,12.945652173913043,0,2,0,5,900.0
65.0,13.694444444444445,1,2,1,2,950.0
102.0,9.11111111111111,1,2,0,4,850.0
50.0,13.583710407239819,0,2,0,2,650.0
96.0,11.035087719298245,0,2,0,5,990.0
140.0,8.4,0,3,1,5,900.0
203.0,11.035087719298245,1,2,0,7,1750.0
160.0,11.035087719298245,0,2,0,6,1550.0
84.0,10.777777777777779,1,2,0,3,750.0
110.0,10.666666666666666,1,2,0,6,850.0
54.0,10.954545454545455,0,2,0,3,640.0
80.0,10.666666666666666,1,2,0,4,750.0
75.0,13.694444444444445,1,2,1,3,1100.0
100.0,12.945652173913043,0,2,0,5,1350.0
86.0,12.945652173913043,0,2,0,5,1450.0
115.0,13.583710407239819,0,2,0,5,1500.0
100.0,10.954545454545455,0,2,0,6,1000.0
100.0,7.75,1,2,1,5,800.0
115.0,13.583710407239819,0,2,0,4,1100.0
89.0,9.947368421052632,0,2,0,3,800.0
75.0,13.694444444444445,1,2,0,4,900.0
40.0,13.583710407239819,0,1,0,1,600.0
130.0,13.583710407239819,0,2,0,4,1050.0
145.0,11.588235294117647,1,4,1,8,1550.0
